,19840322,19850720,19870809,19880517,19850524,19830517,19870328,19840205,19850813,19881215,19870506,19830706,19890228,19890820,19860413,19891110,19860328,19850330,19860804,19830914,19830315,19850801,19820603,19870216,19870304,19891214,19880616,19880926,19860211,19890209,19841111,19860430,19841229,19880617,19880911,19890224,19871112,19880603,19811005,19880906,19880504,19870101,19840409,19860418,19870406,19860811,19851201,19820606,19880224,19891002,19881113,19861217,19820905,19820501,19860121,19821024,19860809,19840423,19870615,19891013,19820514,19881111,19890518,19851005,19870315,19850530,19840529,19880107,19811126,19850611,19860206,19880805,19840607,19850630,19841015,19811110,19830130,19830203,19850520,19860915,19850418,19891011,19840718,19841024,19850930,19860922,19870325,19840814,19850404,19870625,19860605,19870901,19811216,19831221,19880215,19851125,19831215,19850613,19850301,19820206,19880512,19840811,19820917,19811013,19830421,19860706,19820519,19880323,19840114,19821229,19821123,19890320,19850121,19820328,19840604,19811207,19811230,19890703,19871017,19840515,19850824,19811214,19860304,19880114,19840115,19841123,19840104,19821225,19811129,19831014,19891121,19890624,19850320,19890219,19830605,19870604,19821014,19870316,19840427,19891029,19830915,19880803,19840318,19890519,19840712,19851203,19831202,19870403,19831229,19860929,19861027,19841017,19890911,19870220,19831013,19840820,19851202,19860908,19841028,19831223,19870919,19880112,19860415,19850114,19830425,19860710,19841215,19850929,19820802,19890308,19820628,19880523,19860603,19841016,19850713,19870308,19830709,19820610,19890114,19830311,19880609,19861129,19861106,19831128,19860210,19820121,19831204,19830804,19870107,19820315,19821106,19870702,19860314,19841022,19811124,19830118,19840904,19840702,19830518,19880305,19880106,19831106,19820122,19850523,19820118,19870528,19870830,19840624,19860115,19860310,19870819,19811028,19830527,19860323,19831207,19840611,19860719,19830423,19840419,19820317,19850726,19870504,19860610,19851209,19861030,19890629,19850502,19830328,19830705,19861128,19881221,19870523,19831115,19820926,19860628,19870106,19820604,19841009,19860512,19850109,19820705,19860727,19861210,19840506,19860422,19870705,19840222,19860714,19880828,19820224,19820702,19890726,19871216,19811106,19830816,19860112,19840616,19830525,19871016,19850227,19860510,19830711,19820807,19820423,19821016,19830108,19831001,19820724,19851013,19830814,19840927,19851118,19861031,19850901,19860502,19890704,19860111,19820924,19860215,19811027,19880628,19850818,19880626,19850401,19870701,19861110,19850126,19830212,19871123,19831230,19890316,19840805,19820719
10.0,,,,,,,,,"['19860812', 247492]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19840331', 125328]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19850606', 222716]",,,,,,,,,,,,,,,,,,,,"['19821201', 187230]",,,,,,,,"['19870930', 357819]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19830601', 271613]","['19880229', 61754]","['19811231', 289997]","['19891108', 218506]","['19840122', 232688]","['19890520', 203921]","['19840122', 241299]","['19870601', 93746]","['19870901', 42522]","['19840701', 155877]","['19840112', 205855]","['19840310', 227600]","['19870901', 150954]","['19891028', 220564]","['19830601', 107267]","['19850318', 200307]","['19811203', 156454]","['19850610', 308450]","['19840716', 281338]","['19870423', 240657]","['19880416', 181852]","['19850322', 173308]","['19860801', 199911]","['19870430', 68466]","['19850609', 212510]","['19891212', 237851]","['19891101', 233051]","['19850629', 260798]","['19890427', 195852]","['19870327', 226638]","['19830630', 111569]","['19841128', 225812]","['19890101', 158312]","['19870601', 201292]","['19841116', 205542]","['19830926', 287281]","['19850629', 231200]","['19840104', 239228]","['19820531', 111177]","['19891011', 253403]","['19890512', 190991]","['19841231', 181101]","['19850629', 250872]","['19860801', 122990]","['19821211', 271977]","['19890509', 180270]","['19890425', 241365]","['19870630', 102434]","['19840303', 99234]","['19840709', 282032]","['19880901', 68174]","['19850310', 224467]","['19850630', 238340]","['19890801', 121906]","['19891217', 257631]","['19841103', 203378]","['19830901', 183156]","['19840111', 213674]","['19850619', 281073]","['19830601', 136422]","['19870930', 330899]","['19850301', 22563]","['19880511', 190200]","['19830630', 329373]","['19840728', 316226]","['19820501', 127496]","['19891021', 390635]","['19821231', 126048]","['19830930', 20506]","['19840717', 316088]","['19891020', 331491]","['19830901', 235990]","['19890929', 201631]","['19841117', 220088]","['19891101', 246836]","['19860825', 280377]","['19890429', 197319]","['19880707', 296220]","['19840111', 216213]","['19830925', 279693]","['19870215', 215163]","['19891027', 225411]","['19880701', 63596]","['19860816', 260782]","['19880701', 120237]","['19850331', 18923]","['19870630', 16818]","['19841110', 241928]","['19840123', 208695]","['19870303', 246201]","['19841121', 315290]","['19840101', 33782]","['19890228', 143475]","['19840731', 95379]","['19840716', 301332]"
0.1,,,,,,,,,"['19860903', 387440]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19880411', 209948]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19830608', 398243]",,,,,,,,,,,,,,,,,,,,"['19841122', 368948]",,,,,,,,"['19870929', 398452]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19830601', 271613]","['19880229', 61754]","['19811229', 294455]","['19891108', 218506]","['19870202', 326362]","['19850602', 245967]","['19811230', 343139]","['19870601', 93746]","['19870901', 42522]","['19830628', 471355]","['19890106', 326503]","['19870216', 249243]","['19870901', 150954]","['19841102', 268664]","['19830602', 138138]","['19870304', 352361]","['19811205', 158811]","['19850605', 334607]","['19860801', 294697]","['19880416', 324230]","['19880416', 181852]","['19870320', 327614]","['19840721', 343216]","['19870430', 68466]","['19830608', 432080]","['19841212', 301225]","['19891109', 320353]","['19890523', 1685828]","['19880430', 261115]","['19870407', 268453]","['19830630', 111569]","['19841209', 406032]","['19890101', 158312]","['19870602', 224952]","['19891117', 254835]","['19830923', 299929]","['19870627', 347892]","['19870201', 459623]","['19820531', 111177]","['19830928', 454485]","['19890509', 208267]","['19841231', 181101]","['19850623', 357491]","['19860801', 122990]","['19821211', 271977]","['19890427', 235217]","['19850601', 1647764]","['19870629', 125000]","['19840303', 99234]","['19860801', 467221]","['19880901', 68174]","['19870225', 289282]","['19830614', 784022]","['19890801', 121906]","['19841211', 350175]","['19891116', 305407]","['19830906', 250829]","['19890103', 315893]","['19830616', 476558]","['19830602', 166171]","['19870930', 330899]","['19850301', 22563]","['19850601', 741303]","['19830629', 358211]","['19880728', 427275]","['19870428', 317296]","['19881016', 453930]","['19821231', 126048]","['19830930', 20506]","['19840721', 338157]","['19830930', 415890]","['19830901', 235990]","['19870916', 437020]","['19841116', 231359]","['19891110', 334910]","['19860903', 316185]","['19820528', 841183]","['19850623', 513594]","['19890113', 266176]","['19830923', 284340]","['19870214', 218189]","['19841102', 287545]","['19880701', 63596]","['19860904', 367998]","['19880701', 120237]","['19850331', 18923]","['19870630', 16818]","['19841114', 275054]","['19840121', 214009]","['19870202', 311193]","['19841121', 315290]","['19840101', 33782]","['19890401', 147593]","['19860916', 579773]","['19860801', 415718]"
1.0,,,,,,,,,"['19860831', 346936]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19840331', 125328]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19850603', 231149]",,,,,,,,,,,,,,,,,,,,"['19841120', 360692]",,,,,,,,"['19870930', 357819]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19830601', 271613]","['19880229', 61754]","['19811230', 290509]","['19891108', 218506]","['19870201', 319501]","['19890517', 210253]","['19811231', 323655]","['19870601', 93746]","['19870901', 42522]","['19840704', 251968]","['19840110', 217535]","['19840309', 229540]","['19870901', 150954]","['19891028', 220564]","['19830601', 107267]","['19850318', 200307]","['19811203', 156454]","['19850606', 323459]","['19860801', 294697]","['19870424', 242563]","['19880416', 181852]","['19840315', 250697]","['19840718', 301605]","['19870430', 68466]","['19850603', 254163]","['19891209', 254779]","['19891101', 233051]","['19850623', 357375]","['19880501', 259900]","['19870327', 226638]","['19830630', 111569]","['19841127', 228207]","['19890101', 158312]","['19870601', 201292]","['19841116', 205542]","['19830927', 287464]","['19870627', 347892]","['19840105', 239812]","['19820531', 111177]","['19830930', 432837]","['19890514', 194694]","['19841231', 181101]","['19850623', 357491]","['19860801', 122990]","['19821211', 271977]","['19890509', 180270]","['19890425', 241365]","['19870630', 102434]","['19840303', 99234]","['19840714', 291175]","['19880901', 68174]","['19850313', 244830]","['19850622', 327299]","['19890801', 121906]","['19811226', 319960]","['19841105', 205304]","['19830901', 183156]","['19840110', 219027]","['19850623', 324435]","['19830601', 136422]","['19870930', 330899]","['19850301', 22563]","['19890514', 213986]","['19830630', 329373]","['19860803', 322225]","['19820501', 127496]","['19881019', 444041]","['19821231', 126048]","['19830930', 20506]","['19840718', 317237]","['19830930', 415890]","['19830901', 235990]","['19890930', 203253]","['19841116', 231359]","['19891101', 246836]","['19860831', 296003]","['19890508', 264657]","['19850623', 513594]","['19840106', 238714]","['19830925', 279693]","['19870215', 215163]","['19891027', 225411]","['19880701', 63596]","['19860826', 301062]","['19880701', 120237]","['19850331', 18923]","['19870630', 16818]","['19841111', 244571]","['19840121', 214009]","['19870214', 254813]","['19841121', 315290]","['19840101', 33782]","['19890228', 143475]","['19840731', 95379]","['19840714', 313430]"
5.0,,,,,,,,,"['19860804', 253481]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19840331', 125328]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19850606', 222716]",,,,,,,,,,,,,,,,,,,,"['19821201', 187230]",,,,,,,,"['19870930', 357819]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19830601', 271613]","['19880229', 61754]","['19811231', 289997]","['19891108', 218506]","['19890126', 281218]","['19890520', 203921]","['19840113', 266001]","['19870601', 93746]","['19870901', 42522]","['19840701', 155877]","['19840112', 205855]","['19840310', 227600]","['19870901', 150954]","['19891028', 220564]","['19830601', 107267]","['19850318', 200307]","['19811203', 156454]","['19850610', 308450]","['19840716', 281338]","['19870423', 240657]","['19880416', 181852]","['19850322', 173308]","['19860801', 199911]","['19870430', 68466]","['19850609', 212510]","['19891212', 237851]","['19891101', 233051]","['19850627', 286401]","['19890427', 195852]","['19870327', 226638]","['19830630', 111569]","['19841128', 225812]","['19890101', 158312]","['19870601', 201292]","['19841116', 205542]","['19830926', 287281]","['19850623', 253558]","['19840104', 239228]","['19820531', 111177]","['19891010', 256601]","['19890512', 190991]","['19841231', 181101]","['19850625', 320624]","['19860801', 122990]","['19821211', 271977]","['19890509', 180270]","['19890425', 241365]","['19870630', 102434]","['19840303', 99234]","['19840714', 291175]","['19880901', 68174]","['19850310', 224467]","['19850626', 280137]","['19890801', 121906]","['19891217', 257631]","['19841103', 203378]","['19830901', 183156]","['19840111', 213674]","['19850619', 281073]","['19830601', 136422]","['19870930', 330899]","['19850301', 22563]","['19880511', 190200]","['19830630', 329373]","['19840728', 316226]","['19820501', 127496]","['19891020', 392484]","['19821231', 126048]","['19830930', 20506]","['19840718', 317237]","['19891023', 358345]","['19830901', 235990]","['19890929', 201631]","['19841117', 220088]","['19891101', 246836]","['19860825', 280377]","['19890429', 197319]","['19880701', 348340]","['19840111', 216213]","['19830925', 279693]","['19870215', 215163]","['19891027', 225411]","['19880701', 63596]","['19860815', 265664]","['19880701', 120237]","['19850331', 18923]","['19870630', 16818]","['19841110', 241928]","['19840123', 208695]","['19870302', 246848]","['19841121', 315290]","['19840101', 33782]","['19890228', 143475]","['19840731', 95379]","['19840716', 301332]"
10.0,,,,,,,,,"['19860811', 245925]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19840331', 125328]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19850606', 222716]",,,,,,,,,,,,,,,,,,,,"['19821201', 187230]",,,,,,,,"['19870930', 357819]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19830601', 271613]","['19880229', 61754]","['19811231', 289997]","['19891108', 218506]","['19840121', 233274]","['19890520', 203921]","['19840121', 240543]","['19870601', 93746]","['19870901', 42522]","['19840701', 155877]","['19840112', 205855]","['19840310', 227600]","['19870901', 150954]","['19891028', 220564]","['19830601', 107267]","['19850318', 200307]","['19811203', 156454]","['19850610', 308450]","['19840716', 281338]","['19870423', 240657]","['19880416', 181852]","['19850322', 173308]","['19860801', 199911]","['19870430', 68466]","['19850609', 212510]","['19891212', 237851]","['19891101', 233051]","['19850629', 260798]","['19890427', 195852]","['19870327', 226638]","['19830630', 111569]","['19841128', 225812]","['19890101', 158312]","['19870601', 201292]","['19841116', 205542]","['19830926', 287281]","['19850623', 253558]","['19840104', 239228]","['19820531', 111177]","['19891012', 252943]","['19890512', 190991]","['19841231', 181101]","['19850629', 250872]","['19860801', 122990]","['19821211', 271977]","['19890509', 180270]","['19890425', 241365]","['19870630', 102434]","['19840303', 99234]","['19840710', 282661]","['19880901', 68174]","['19850310', 224467]","['19850630', 238340]","['19890801', 121906]","['19891217', 257631]","['19841103', 203378]","['19830901', 183156]","['19840111', 213674]","['19850619', 281073]","['19830601', 136422]","['19870930', 330899]","['19850301', 22563]","['19880511', 190200]","['19830630', 329373]","['19840728', 316226]","['19820501', 127496]","['19891021', 390635]","['19821231', 126048]","['19830930', 20506]","['19840717', 316088]","['19891014', 299003]","['19830901', 235990]","['19890929', 201631]","['19841117', 220088]","['19891101', 246836]","['19860825', 280377]","['19890429', 197319]","['19840708', 316023]","['19840111', 216213]","['19830925', 279693]","['19870215', 215163]","['19891027', 225411]","['19880701', 63596]","['19860816', 260782]","['19880701', 120237]","['19850331', 18923]","['19870630', 16818]","['19841110', 241928]","['19840123', 208695]","['19870303', 246201]","['19841121', 315290]","['19840101', 33782]","['19890228', 143475]","['19840731', 95379]","['19840716', 301332]"
0.1,,,,,,,,,"['19860831', 346936]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19880414', 239081]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19830608', 398243]",,,,,,,,,,,,,,,,,,,,"['19841126', 379284]",,,,,,,,"['19891017', 377925]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19830601', 271613]","['19880229', 61754]","['19880203', 386742]","['19891109', 225299]","['19870203', 341277]","['19850601', 210738]","['19811230', 343139]","['19870603', 151179]","['19870901', 42522]","['19850622', 292083]","['19870201', 412183]","['19870301', 276211]","['19870901', 150954]","['19841101', 253839]","['19830602', 138138]","['19870307', 353649]","['19811205', 158811]","['19830616', 463398]","['19860801', 294697]","['19870426', 250837]","['19880416', 181852]","['19870320', 327614]","['19840725', 339310]","['19870430', 68466]","['19830608', 432080]","['19841212', 301225]","['19891109', 320353]","['19890531', 1087504]","['19880501', 259900]","['19870406', 266931]","['19830630', 111569]","['19841208', 373892]","['19890105', 238000]","['19870602', 224952]","['19811201', 457281]","['19860920', 364047]","['19870627', 347892]","['19870201', 459623]","['19820531', 111177]","['19830929', 446446]","['19880525', 454356]","['19841231', 181101]","['19870625', 455015]","['19860801', 122990]","['19821211', 271977]","['19890430', 218823]","['19821213', 957341]","['19870629', 125000]","['19840303', 99234]","['19840718', 356270]","['19880901', 68174]","['19870225', 289282]","['19850622', 327299]","['19890801', 121906]","['19841211', 350175]","['19891104', 208387]","['19830906', 250829]","['19890103', 315893]","['19830616', 476558]","['19830602', 166171]","['19870930', 330899]","['19850301', 22563]","['19820528', 538795]","['19830630', 329373]","['19880728', 427275]","['19820501', 127496]","['19841104', 691228]","['19821231', 126048]","['19830930', 20506]","['19840712', 391776]","['19830930', 415890]","['19830901', 235990]","['19870914', 437005]","['19891112', 299383]","['19841111', 334111]","['19860902', 307812]","['19880525', 736374]","['19891124', 1936900]","['19870201', 504235]","['19860920', 332659]","['19870214', 218189]","['19841101', 269914]","['19880701', 63596]","['19830919', 480807]","['19880701', 120237]","['19850331', 18923]","['19870630', 16818]","['19841115', 282568]","['19870220', 445288]","['19870215', 253661]","['19881116', 476796]","['19840101', 33782]","['19890228', 143475]","['19840727', 132590]","['19860925', 633355]"
1.0,,,,,,,,,"['19860831', 346936]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19840331', 125328]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19850602', 236393]",,,,,,,,,,,,,,,,,,,,"['19821201', 187230]",,,,,,,,"['19870930', 357819]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19830601', 271613]","['19880229', 61754]","['19811229', 294455]","['19891108', 218506]","['19870201', 319501]","['19850601', 210738]","['19890119', 302093]","['19870601', 93746]","['19870901', 42522]","['19840701', 155877]","['19890114', 263695]","['19840309', 229540]","['19870901', 150954]","['19891028', 220564]","['19830601', 107267]","['19850318', 200307]","['19811203', 156454]","['19850605', 334607]","['19860801', 294697]","['19870425', 245793]","['19880416', 181852]","['19870214', 288975]","['19860802', 210197]","['19870430', 68466]","['19850602', 268901]","['19891212', 237851]","['19891101', 233051]","['19850623', 357375]","['19880501', 259900]","['19870327', 226638]","['19830630', 111569]","['19841130', 229793]","['19890101', 158312]","['19870601', 201292]","['19841116', 205542]","['19830925', 289373]","['19870629', 315323]","['19870201', 459623]","['19820531', 111177]","['19830930', 432837]","['19890514', 194694]","['19841231', 181101]","['19870630', 340036]","['19860801', 122990]","['19821211', 271977]","['19890508', 180951]","['19890427', 254198]","['19870630', 102434]","['19840303', 99234]","['19840714', 291175]","['19880901', 68174]","['19850319', 248215]","['19850623', 309620]","['19890801', 121906]","['19821214', 342040]","['19841103', 203378]","['19830901', 183156]","['19890113', 266484]","['19850621', 287566]","['19830601', 136422]","['19870930', 330899]","['19850301', 22563]","['19890514', 213986]","['19830630', 329373]","['19860802', 323154]","['19820501', 127496]","['19881020', 444770]","['19821231', 126048]","['19830930', 20506]","['19840717', 316088]","['19830930', 415890]","['19830901', 235990]","['19890930', 203253]","['19841116', 231359]","['19891101', 246836]","['19860826', 284737]","['19890503', 213265]","['19850629', 338048]","['19890106', 286094]","['19830923', 284340]","['19870215', 215163]","['19891027', 225411]","['19880701', 63596]","['19860831', 310386]","['19880701', 120237]","['19850331', 18923]","['19870630', 16818]","['19841111', 244571]","['19840126', 222376]","['19870215', 253661]","['19841121', 315290]","['19840101', 33782]","['19890228', 143475]","['19840731', 95379]","['19840716', 301332]"
5.0,,,,,,,,,"['19860807', 263404]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19840331', 125328]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19850607', 222929]",,,,,,,,,,,,,,,,,,,,"['19821201', 187230]",,,,,,,,"['19870930', 357819]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19830601', 271613]","['19880229', 61754]","['19811231', 289997]","['19891108', 218506]","['19890131', 275787]","['19890518', 207027]","['19890129', 288494]","['19870601', 93746]","['19870901', 42522]","['19840701', 155877]","['19840112', 205855]","['19840310', 227600]","['19870901', 150954]","['19891028', 220564]","['19830601', 107267]","['19850318', 200307]","['19811203', 156454]","['19850610', 308450]","['19840716', 281338]","['19870423', 240657]","['19880416', 181852]","['19850322', 173308]","['19860801', 199911]","['19870430', 68466]","['19850607', 218501]","['19891212', 237851]","['19891101', 233051]","['19850629', 260798]","['19890427', 195852]","['19870327', 226638]","['19830630', 111569]","['19841128', 225812]","['19890101', 158312]","['19870601', 201292]","['19841116', 205542]","['19830926', 287281]","['19850629', 231200]","['19840104', 239228]","['19820531', 111177]","['19891017', 266887]","['19890513', 191869]","['19841231', 181101]","['19850629', 250872]","['19860801', 122990]","['19821211', 271977]","['19890509', 180270]","['19890425', 241365]","['19870630', 102434]","['19840303', 99234]","['19840709', 282032]","['19880901', 68174]","['19850311', 229222]","['19850630', 238340]","['19890801', 121906]","['19891217', 257631]","['19841103', 203378]","['19830901', 183156]","['19840111', 213674]","['19850619', 281073]","['19830601', 136422]","['19870930', 330899]","['19850301', 22563]","['19880511', 190200]","['19830630', 329373]","['19840727', 318760]","['19820501', 127496]","['19891021', 390635]","['19821231', 126048]","['19830930', 20506]","['19840717', 316088]","['19891023', 358345]","['19830901', 235990]","['19890929', 201631]","['19841117', 220088]","['19891101', 246836]","['19860825', 280377]","['19890429', 197319]","['19850630', 320657]","['19840111', 216213]","['19830925', 279693]","['19870215', 215163]","['19891027', 225411]","['19880701', 63596]","['19860819', 285590]","['19880701', 120237]","['19850331', 18923]","['19870630', 16818]","['19841110', 241928]","['19840123', 208695]","['19870303', 246201]","['19841121', 315290]","['19840101', 33782]","['19890228', 143475]","['19840731', 95379]","['19840716', 301332]"
10.0,,,,,,,,,"['19860812', 247492]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19840331', 125328]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19850606', 222716]",,,,,,,,,,,,,,,,,,,,"['19821201', 187230]",,,,,,,,"['19870930', 357819]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19830601', 271613]","['19880229', 61754]","['19811231', 289997]","['19891108', 218506]","['19840118', 258544]","['19890520', 203921]","['19840125', 260654]","['19870601', 93746]","['19870901', 42522]","['19840701', 155877]","['19840112', 205855]","['19840310', 227600]","['19870901', 150954]","['19891028', 220564]","['19830601', 107267]","['19850318', 200307]","['19811203', 156454]","['19850610', 308450]","['19840716', 281338]","['19870423', 240657]","['19880416', 181852]","['19850322', 173308]","['19860801', 199911]","['19870430', 68466]","['19850609', 212510]","['19891212', 237851]","['19891101', 233051]","['19850630', 254708]","['19890427', 195852]","['19870327', 226638]","['19830630', 111569]","['19841128', 225812]","['19890101', 158312]","['19870601', 201292]","['19841116', 205542]","['19830926', 287281]","['19850629', 231200]","['19840104', 239228]","['19820531', 111177]","['19891013', 256009]","['19890512', 190991]","['19841231', 181101]","['19850630', 233966]","['19860801', 122990]","['19821211', 271977]","['19890509', 180270]","['19890425', 241365]","['19870630', 102434]","['19840303', 99234]","['19840709', 282032]","['19880901', 68174]","['19850310', 224467]","['19850630', 238340]","['19890801', 121906]","['19891217', 257631]","['19841103', 203378]","['19830901', 183156]","['19840111', 213674]","['19850619', 281073]","['19830601', 136422]","['19870930', 330899]","['19850301', 22563]","['19880511', 190200]","['19830630', 329373]","['19840728', 316226]","['19820501', 127496]","['19891021', 390635]","['19821231', 126048]","['19830930', 20506]","['19840717', 316088]","['19891022', 349908]","['19830901', 235990]","['19890929', 201631]","['19841117', 220088]","['19891101', 246836]","['19860825', 280377]","['19890429', 197319]","['19840708', 316023]","['19840111', 216213]","['19830925', 279693]","['19870215', 215163]","['19891027', 225411]","['19880701', 63596]","['19860816', 260782]","['19880701', 120237]","['19850331', 18923]","['19870630', 16818]","['19841110', 241928]","['19840123', 208695]","['19870303', 246201]","['19841121', 315290]","['19840101', 33782]","['19890228', 143475]","['19840731', 95379]","['19840716', 301332]"
0.1,,,,,,,,,"['19860830', 344727]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19880408', 192522]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19820522', 504148]",,,,,,,,,,,,,,,,,,,,"['19891125', 402289]",,,,,,,,"['19840726', 1227742]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['19820511', 375871]","['19840302', 285221]","['19811227', 316048]","['19891106', 225043]","['19890117', 292323]","['19880525', 287317]","['19890115', 295568]","['19830601', 307209]","['19870915', 224667]","['19850623', 293544]","['19840112', 205855]","['19840306', 231702]","['19860825', 421916]","['19891022', 266710]","['19830602', 138138]","['19840326', 239269]","['19811211', 184104]","['19830616', 463398]","['19840719', 328060]","['19870420', 245364]","['19880416', 181852]","['19850328', 229365]","['19840727', 328612]","['19880505', 292724]","['19820523', 606947]","['19841207', 255472]","['19841110', 328364]","['19841121', 1339069]","['19880501', 259900]","['19870325', 234028]","['19870630', 419125]","['19841205', 316600]","['19841219', 236663]","['19880519', 321640]","['19841118', 227781]","['19890912', 531803]","['19870629', 315323]","['19840108', 265114]","['19870613', 366469]","['19860930', 487990]","['19820515', 235046]","['19840113', 253172]","['19850629', 250872]","['19840721', 324513]","['19811219', 473941]","['19880505', 223121]","['19820512', 561034]","['19870630', 102434]","['19890219', 314392]","['19881029', 1118353]","['19880901', 68174]","['19890225', 276905]","['19850628', 260463]","['19840727', 305709]","['19811217', 320751]","['19891104', 208387]","['19890810', 423774]","['19840108', 236052]","['19830626', 546337]","['19830602', 166171]","['19840726', 1174205]","['19850312', 107283]","['19820515', 249097]","['19840704', 501499]","['19840729', 321300]","['19880429', 313772]","['19891022', 393225]","['19840110', 365991]","['19830930', 20506]","['19840717', 316088]","['19860930', 439455]","['19890810', 450980]","['19860925', 315789]","['19891117', 239104]","['19841111', 334111]","['19870913', 431769]","['19820514', 360157]","['19881103', 1063560]","['19840107', 238119]","['19870923', 295649]","['19870215', 215163]","['19841102', 287545]","['19880701', 63596]","['19860908', 382163]","['19880701', 120237]","['19870324', 339078]","['19870630', 16818]","['19891116', 287918]","['19840124', 210058]","['19840302', 389874]","['19841129', 370730]","['19840101', 33782]","['19850331', 281904]","['19881002', 805897]","['19840706', 442565]"
