,dense,channel,extract_num,error,encoding_t,sampling_t,extract_t,compare_t,total_t,calc_total
4,64,32,0.1,0,0.005,1.259,0.099,6.033,7.572,6.132000000000001
4,64,32,1.0,0,0.005,1.255,0.099,36.608,38.143,36.707
4,128,32,0.1,0,0.009,1.378,0.107,5.761,7.443,5.868
4,128,32,1.0,0,0.009,1.371,0.107,36.711,38.374,36.818
4,256,32,0.1,0,0.019,1.643,0.124,5.759,7.723,5.883
4,256,32,1.0,0,0.017,1.645,0.123,36.494,38.454,36.617
256,64,32,0.1,0,0.005,1.23,0.104,6.05,7.574,6.154
256,64,32,1.0,0,0.005,1.227,0.103,36.499,38.017,36.602
256,128,32,0.1,0,0.01,1.349,0.112,6.105,7.754,6.2170000000000005
256,128,32,1.0,0,0.009,1.343,0.112,36.389,38.032,36.501000000000005
256,256,32,0.1,0,0.019,1.612,0.131,5.778,7.723,5.909
256,256,32,1.0,0,0.017,1.615,0.133,36.736,38.68,36.869
64,64,32,0.1,0,0.005,1.234,0.103,5.753,7.275,5.856
64,64,32,1.0,0,0.005,1.228,0.102,36.806,38.318,36.908
64,128,32,0.1,0,0.009,1.351,0.113,5.839,7.492,5.952000000000001
64,128,32,1.0,0,0.009,1.346,0.112,36.367,38.012,36.479
64,256,32,0.1,0,0.019,1.618,0.131,6.148,8.101,6.279
64,256,32,1.0,0,0.017,1.616,0.131,36.208,38.151,36.339
16,64,32,0.1,0,0.005,1.23,0.103,5.847,7.362,5.95
16,64,32,1.0,0,0.005,1.233,0.103,36.525,38.04,36.628
16,128,32,0.1,0,0.009,1.352,0.112,5.742,7.393,5.854
16,128,32,1.0,0,0.009,1.35,0.112,36.341,37.991,36.453
16,256,32,0.1,0,0.021,1.616,0.134,6.008,7.955,6.142
16,256,32,1.0,0,0.02,1.606,0.131,36.362,38.295,36.493
4,64,32,0.1,0,0.005,1.226,0.102,5.738,7.243,5.840000000000001
4,64,32,1.0,0,0.005,1.233,0.103,36.585,38.111,36.688
4,128,32,0.1,0,0.009,1.349,0.112,5.792,7.438,5.904
4,128,32,1.0,0,0.009,1.351,0.112,36.52,38.177,36.632000000000005
4,256,32,0.1,0,0.019,1.614,0.132,6.09,8.036,6.222
4,256,32,1.0,0,0.017,1.609,0.136,36.449,38.391,36.585
256,64,32,0.1,0,0.005,1.352,0.101,6.308,7.965,6.409
256,64,32,1.0,0,0.005,1.356,0.101,36.357,38.024,36.458
256,128,32,0.1,0,0.009,1.475,0.107,5.794,7.583,5.901
256,128,32,1.0,0,0.009,1.486,0.107,36.703,38.511,36.81
256,256,32,0.1,0,0.019,1.744,0.12,5.796,7.877,5.916
256,256,32,1.0,0,0.017,1.743,0.124,36.482,38.57,36.606
64,64,32,0.1,0,0.005,1.35,0.101,6.057,7.71,6.158
64,64,32,1.0,0,0.005,1.351,0.101,36.286,37.945,36.387
64,128,32,0.1,0,0.01,1.473,0.107,5.828,7.617,5.9350000000000005
64,128,32,1.0,0,0.01,1.48,0.107,36.436,38.236,36.543
64,256,32,0.1,0,0.019,1.741,0.12,5.862,7.94,5.982
64,256,32,1.0,0,0.019,1.744,0.12,36.315,38.404,36.435
16,64,32,0.1,0,0.005,1.348,0.101,6.095,7.742,6.196
16,64,32,1.0,0,0.005,1.346,0.101,36.218,37.871,36.319
16,128,32,0.1,0,0.01,1.475,0.107,5.971,7.764,6.078
16,128,32,1.0,0,0.009,1.479,0.107,36.413,38.208,36.52
16,256,32,0.1,0,0.021,1.737,0.12,5.968,8.046,6.088
16,256,32,1.0,0,0.017,1.738,0.12,36.249,38.325,36.369
4,64,32,0.1,0,0.005,1.344,0.101,6.153,7.802,6.254
4,64,32,1.0,0,0.005,1.348,0.101,36.32,37.975,36.421
4,128,32,0.1,0,0.009,1.473,0.107,5.776,7.566,5.883
4,128,32,1.0,0,0.009,1.467,0.106,36.594,38.381,36.7
4,256,32,0.1,0,0.019,1.752,0.121,5.804,7.893,5.925000000000001
4,256,32,1.0,0,0.017,1.746,0.12,36.356,38.446,36.476
256,64,32,0.1,0,0.005,1.257,0.11,6.037,7.618,6.147
256,64,32,1.0,0,0.005,1.251,0.113,36.547,38.119,36.66
256,128,32,0.1,0,0.009,1.376,0.12,5.807,7.518,5.9270000000000005
256,128,32,1.0,0,0.009,1.38,0.119,36.449,38.164,36.568
256,256,32,0.1,0,0.019,1.636,0.152,6.02,8.031,6.172
256,256,32,1.0,0,0.017,1.636,0.15,36.382,38.391,36.532
64,64,32,0.1,0,0.005,1.252,0.109,5.996,7.561,6.105
64,64,32,1.0,0,0.005,1.257,0.109,36.299,37.875,36.408
64,128,32,0.1,0,0.01,1.371,0.119,5.758,7.456,5.877
64,128,32,1.0,0,0.009,1.379,0.119,36.553,38.266,36.672
64,256,32,0.1,0,0.02,1.631,0.153,5.74,7.742,5.893
64,256,32,1.0,0,0.017,1.637,0.149,36.315,38.323,36.464
16,64,32,0.1,0,0.005,1.258,0.109,6.021,7.594,6.13
16,64,32,1.0,0,0.005,1.256,0.109,36.325,37.898,36.434000000000005
16,128,32,0.1,0,0.01,1.378,0.119,5.768,7.475,5.887
16,128,32,1.0,0,0.009,1.379,0.119,36.517,38.225,36.636
16,256,32,0.1,0,0.02,1.642,0.151,5.777,7.792,5.928
16,256,32,1.0,0,0.017,1.637,0.152,36.349,38.36,36.501
4,64,32,0.1,0,0.005,1.255,0.109,6.042,7.619,6.151
4,64,32,1.0,0,0.005,1.25,0.109,36.456,38.026,36.565000000000005
4,128,32,0.1,0,0.009,1.368,0.119,5.818,7.523,5.936999999999999
4,128,32,1.0,0,0.009,1.367,0.119,36.525,38.227,36.644
4,256,32,0.1,0,0.019,1.64,0.15,5.912,7.93,6.062
4,256,32,1.0,0,0.017,1.631,0.15,36.202,38.201,36.352
256,64,32,0.1,0,0.005,1.249,0.111,6.017,7.589,6.128
256,64,32,1.0,0,0.005,1.246,0.112,36.22,37.791,36.332
256,128,32,0.1,0,0.009,1.365,0.121,6.152,7.858,6.273
256,128,32,1.0,0,0.009,1.373,0.121,35.858,37.567,35.979
256,256,32,0.1,0,0.019,1.62,0.154,6.08,8.082,6.234
256,256,32,1.0,0,0.017,1.625,0.154,35.976,37.978,36.13
64,64,32,0.1,0,0.005,1.243,0.11,5.795,7.359,5.905
64,64,32,1.0,0,0.005,1.242,0.11,36.514,38.079,36.624
64,128,32,0.1,0,0.01,1.362,0.122,5.809,7.505,5.931
64,128,32,1.0,0,0.009,1.361,0.121,36.352,38.057,36.473
64,256,32,0.1,0,0.021,1.601,0.158,6.045,8.03,6.203
64,256,32,1.0,0,0.017,1.609,0.154,36.483,38.472,36.637
16,64,32,0.1,0,0.005,1.247,0.111,5.728,7.295,5.839
16,64,32,1.0,0,0.005,1.248,0.111,36.596,38.172,36.707
16,128,32,0.1,0,0.009,1.361,0.121,5.764,7.462,5.885
16,128,32,1.0,0,0.009,1.359,0.121,36.378,38.074,36.499
16,256,32,0.1,0,0.019,1.61,0.154,6.038,8.032,6.192
16,256,32,1.0,0,0.017,1.609,0.153,36.343,38.329,36.496
4,64,32,0.1,0,0.005,1.241,0.11,5.69,7.258,5.800000000000001
4,64,32,1.0,0,0.005,1.246,0.11,36.416,38.208,36.526
4,128,32,0.1,0,0.009,1.356,0.121,5.694,7.39,5.815
4,128,32,1.0,0,0.009,1.354,0.122,36.415,38.11,36.537
4,256,32,0.1,0,0.019,1.611,0.153,6.049,8.042,6.202
4,256,32,1.0,0,0.017,1.613,0.154,36.218,38.211,36.37200000000001
256,64,32,0.1,0,0.005,1.307,0.106,6.22,7.854,6.326
256,64,32,1.0,0,0.005,1.303,0.105,36.206,37.828,36.311
256,128,32,0.1,0,0.009,1.432,0.114,5.964,7.731,6.078
256,128,32,1.0,0,0.009,1.373,0.11,36.343,38.025,36.453
256,256,32,0.1,0,0.021,1.617,0.127,5.986,7.944,6.113
256,256,32,1.0,0,0.017,1.633,0.127,36.076,38.038,36.203
64,64,32,0.1,0,0.005,1.251,0.101,6.11,7.653,6.211
64,64,32,1.0,0,0.005,1.25,0.101,36.202,37.741,36.303
64,128,32,0.1,0,0.009,1.375,0.11,5.795,7.476,5.905
64,128,32,1.0,0,0.009,1.364,0.109,36.446,38.111,36.555
64,256,32,0.1,0,0.019,1.638,0.127,5.827,7.793,5.954
64,256,32,1.0,0,0.017,1.641,0.127,36.168,38.148,36.295
16,64,32,0.1,0,0.005,1.248,0.102,6.085,7.627,6.187
16,64,32,1.0,0,0.005,1.25,0.102,36.163,37.715,36.26499999999999
16,128,32,0.1,0,0.01,1.36,0.109,5.773,7.436,5.882
16,128,32,1.0,0,0.009,1.358,0.109,36.448,38.12,36.557
16,256,32,0.1,0,0.019,1.636,0.127,5.706,7.677,5.833
16,256,32,1.0,0,0.017,1.63,0.127,36.354,38.324,36.481
4,64,32,0.1,0,0.005,1.251,0.101,5.973,7.52,6.074
4,64,32,1.0,0,0.005,1.247,0.101,36.379,37.923,36.48
4,128,32,0.1,0,0.01,1.362,0.109,5.655,7.325,5.764
4,128,32,1.0,0,0.009,1.582,0.109,36.362,38.253,36.471
4,256,32,0.1,0,0.019,1.837,0.127,5.714,7.888,5.841
4,256,32,1.0,0,0.017,1.875,0.127,36.581,38.793,36.708000000000006
256,64,32,0.1,0,0.005,1.215,0.104,6.0,7.513,6.104
256,64,32,1.0,0,0.005,1.215,0.104,36.679,38.198,36.783
256,128,32,0.1,0,0.009,1.343,0.114,5.767,7.43,5.881
256,128,32,1.0,0,0.009,1.334,0.113,36.517,38.167,36.63
256,256,32,0.1,0,0.019,1.84,0.133,6.054,8.242,6.187
256,256,32,1.0,0,0.017,1.845,0.133,36.602,38.793,36.735
64,64,32,0.1,0,0.005,1.22,0.103,5.772,7.294,5.875
64,64,32,1.0,0,0.005,1.437,0.104,36.469,38.211,36.573
64,128,32,0.1,0,0.009,1.336,0.113,5.944,7.594,6.057
64,128,32,1.0,0,0.009,1.33,0.114,36.539,38.186,36.653
64,256,32,0.1,0,0.019,1.842,0.133,6.014,8.21,6.147
64,256,32,1.0,0,0.017,1.837,0.134,36.391,38.574,36.525
16,64,32,0.1,0,0.005,1.225,0.104,6.118,7.644,6.222
16,64,32,1.0,0,0.005,1.214,0.104,36.493,38.012,36.597
16,128,32,0.1,0,0.01,1.341,0.114,5.79,7.451,5.904
16,128,32,1.0,0,0.01,1.335,0.113,36.732,38.387,36.845
16,256,32,0.1,0,0.019,1.832,0.133,5.81,7.987,5.943
16,256,32,1.0,0,0.019,1.824,0.132,36.469,38.644,36.601
4,64,32,0.1,0,0.005,1.224,0.103,6.058,7.583,6.161
4,64,32,1.0,0,0.005,1.218,0.104,36.466,37.994,36.57
4,128,32,0.1,0,0.01,1.336,0.113,5.736,7.385,5.849
4,128,32,1.0,0,0.009,1.332,0.113,36.815,38.47,36.928
4,256,32,0.1,0,0.019,1.84,0.132,5.74,7.923,5.872
4,256,32,1.0,0,0.017,1.836,0.133,36.535,38.723,36.668
256,64,32,0.1,0,0.005,1.243,0.101,6.046,7.596,6.147
256,64,32,1.0,0,0.005,1.237,0.102,36.369,37.917,36.471
256,128,32,0.1,0,0.01,1.362,0.11,6.041,7.714,6.151000000000001
256,128,32,1.0,0,0.009,1.357,0.109,36.413,38.09,36.522
256,256,32,0.1,0,0.019,1.871,0.127,5.988,8.2,6.115
256,256,32,1.0,0,0.017,1.863,0.128,36.576,38.788,36.704
64,64,32,0.1,0,0.005,1.24,0.101,5.767,7.305,5.868
64,64,32,1.0,0,0.005,1.246,0.104,36.676,38.226,36.78
64,128,32,0.1,0,0.009,1.366,0.11,5.758,7.438,5.868
64,128,32,1.0,0,0.009,1.359,0.109,36.45,38.121,36.559000000000005
64,256,32,0.1,0,0.021,1.864,0.127,6.111,8.317,6.238
64,256,32,1.0,0,0.017,1.862,0.127,36.367,38.566,36.494
16,64,32,0.1,0,0.005,1.243,0.101,5.771,7.314,5.872
16,64,32,1.0,0,0.005,1.243,0.101,36.718,38.261,36.819
16,128,32,0.1,0,0.01,1.361,0.11,5.87,7.543,5.98
16,128,32,1.0,0,0.009,1.368,0.109,36.361,38.04,36.47
16,256,32,0.1,0,0.019,1.625,0.127,6.159,8.125,6.286
16,256,32,1.0,0,0.017,1.623,0.127,36.348,38.308,36.475
4,64,32,0.1,0,0.005,1.235,0.101,5.88,7.419,5.981
4,64,32,1.0,0,0.005,1.242,0.101,36.624,38.166,36.725
4,128,32,0.1,0,0.009,1.363,0.11,5.801,7.477,5.9110000000000005
4,128,32,1.0,0,0.009,1.368,0.11,36.521,38.206,36.631
4,256,32,0.1,0,0.019,1.63,0.127,6.032,8.002,6.159
4,256,32,1.0,0,0.017,1.627,0.127,36.483,38.448,36.61
256,64,32,0.1,0,0.005,1.291,0.097,6.333,7.919,6.430000000000001
256,64,32,1.0,0,0.007,1.305,0.097,36.43,38.032,36.527
256,128,32,0.1,0,0.009,1.409,0.104,6.119,7.836,6.223
256,128,32,1.0,0,0.009,1.404,0.104,36.485,38.201,36.589
256,256,32,0.1,0,0.019,1.682,0.118,5.81,7.823,5.928
256,256,32,1.0,0,0.017,1.683,0.118,36.646,38.659,36.764
64,64,32,0.1,0,0.005,1.287,0.097,5.823,7.406,5.920000000000001
64,64,32,1.0,0,0.005,1.286,0.097,36.392,37.983,36.489
64,128,32,0.1,0,0.01,1.407,0.105,6.112,7.822,6.2170000000000005
64,128,32,1.0,0,0.009,1.406,0.104,36.439,38.16,36.543
64,256,32,0.1,0,0.019,1.678,0.117,5.834,7.839,5.951
64,256,32,1.0,0,0.019,1.674,0.117,36.249,38.255,36.366
16,64,32,0.1,0,0.005,1.292,0.097,5.774,7.365,5.871
16,64,32,1.0,0,0.005,1.289,0.097,36.513,38.104,36.61
16,128,32,0.1,0,0.014,1.412,0.104,6.113,7.838,6.2170000000000005
16,128,32,1.0,0,0.009,1.407,0.103,36.408,38.125,36.511
16,256,32,0.1,0,0.019,1.672,0.117,5.792,7.797,5.909
16,256,32,1.0,0,0.017,1.686,0.117,36.676,38.695,36.793
4,64,32,0.1,0,0.005,1.289,0.097,5.793,7.38,5.890000000000001
4,64,32,1.0,0,0.005,1.288,0.097,36.389,37.978,36.486
4,128,32,0.1,0,0.01,1.402,0.103,6.087,7.791,6.19
4,128,32,1.0,0,0.009,1.414,0.103,36.428,38.153,36.531
4,256,32,0.1,0,0.019,1.673,0.117,5.845,7.844,5.962
4,256,32,1.0,0,0.017,1.68,0.117,36.326,38.565,36.443
256,64,32,0.1,0,0.005,1.232,0.104,5.989,7.53,6.093
256,64,32,1.0,0,0.005,1.239,0.103,36.628,38.172,36.731
256,128,32,0.1,0,0.009,1.347,0.112,5.912,7.582,6.024
256,128,32,1.0,0,0.009,1.357,0.113,36.334,38.012,36.447
256,256,32,0.1,0,0.019,1.608,0.132,6.158,8.116,6.29
256,256,32,1.0,0,0.017,1.618,0.132,36.357,38.325,36.489
64,64,32,0.1,0,0.005,1.233,0.103,5.877,7.414,5.98
64,64,32,1.0,0,0.005,1.236,0.103,36.714,38.26,36.817
64,128,32,0.1,0,0.01,1.349,0.112,5.754,7.419,5.866
64,128,32,1.0,0,0.01,1.361,0.113,36.55,38.235,36.663
64,256,32,0.1,0,0.023,1.616,0.131,6.085,8.049,6.216
64,256,32,1.0,0,0.017,1.611,0.131,36.476,38.437,36.607
16,64,32,0.1,0,0.005,1.229,0.103,5.778,7.31,5.880999999999999
16,64,32,1.0,0,0.005,1.238,0.103,36.439,38.217,36.542
16,128,32,0.1,0,0.011,1.352,0.113,5.87,7.541,5.9830000000000005
16,128,32,1.0,0,0.009,1.345,0.113,36.394,38.066,36.507
16,256,32,0.1,0,0.019,1.615,0.132,6.016,7.98,6.148
16,256,32,1.0,0,0.021,1.606,0.133,36.599,38.559,36.732
4,64,32,0.1,0,0.005,1.235,0.103,5.74,7.284,5.843
4,64,32,1.0,0,0.005,1.227,0.103,36.695,38.23,36.798
4,128,32,0.1,0,0.01,1.353,0.112,5.749,7.421,5.861
4,128,32,1.0,0,0.009,1.365,0.112,36.528,38.217,36.64
4,256,32,0.1,0,0.023,1.608,0.131,6.1,8.064,6.231
4,256,32,1.0,0,0.017,1.609,0.131,36.518,38.474,36.649
256,64,32,0.1,0,0.005,1.198,0.106,6.256,7.769,6.362
256,64,32,1.0,0,0.005,1.198,0.106,36.543,38.05,36.649
256,128,32,0.1,0,0.01,1.319,0.116,5.757,7.4,5.872999999999999
256,128,32,1.0,0,0.009,1.324,0.117,36.706,38.357,36.823
256,256,32,0.1,0,0.019,1.57,0.146,5.795,7.731,5.941
256,256,32,1.0,0,0.017,1.575,0.147,36.568,38.51,36.715
64,64,32,0.1,0,0.005,1.202,0.105,6.029,7.54,6.134
64,64,32,1.0,0,0.005,1.199,0.105,36.586,38.097,36.691
64,128,32,0.1,0,0.011,1.316,0.116,5.975,7.616,6.090999999999999
64,128,32,1.0,0,0.009,1.314,0.116,36.598,38.24,36.714
64,256,32,0.1,0,0.019,1.574,0.146,5.877,7.815,6.023
64,256,32,1.0,0,0.017,1.57,0.145,36.638,38.572,36.783
16,64,32,0.1,0,0.005,1.197,0.106,5.934,7.444,6.04
16,64,32,1.0,0,0.005,1.196,0.105,36.394,37.903,36.499
16,128,32,0.1,0,0.011,1.315,0.116,6.087,7.729,6.202999999999999
16,128,32,1.0,0,0.009,1.313,0.115,36.582,38.222,36.697
16,256,32,0.1,0,0.019,1.579,0.146,5.77,7.715,5.916
16,256,32,1.0,0,0.017,1.571,0.147,36.838,38.774,36.985
4,64,32,0.1,0,0.005,1.2,0.105,5.757,7.265,5.862
4,64,32,1.0,0,0.005,1.197,0.105,36.613,38.123,36.718
4,128,32,0.1,0,0.011,1.318,0.115,6.057,7.698,6.172000000000001
4,128,32,1.0,0,0.009,1.315,0.115,36.551,38.196,36.666
4,256,32,0.1,0,0.019,1.569,0.149,5.799,7.733,5.948
4,256,32,1.0,0,0.017,1.569,0.148,36.623,38.559,36.771
256,64,32,0.1,0,0.005,1.274,0.099,6.095,7.675,6.194
256,64,32,1.0,0,0.005,1.272,0.101,36.714,38.3,36.815
256,128,32,0.1,0,0.011,1.398,0.105,5.803,7.516,5.908
256,128,32,1.0,0,0.009,1.392,0.105,36.54,38.253,36.645
256,256,32,0.1,0,0.019,1.673,0.12,5.91,8.133,6.03
256,256,32,1.0,0,0.017,1.661,0.123,36.453,38.461,36.576
64,64,32,0.1,0,0.005,1.279,0.098,6.054,7.635,6.152
64,64,32,1.0,0,0.005,1.277,0.098,36.419,38.008,36.517
64,128,32,0.1,0,0.01,1.4,0.106,5.813,7.529,5.919
64,128,32,1.0,0,0.009,1.613,0.105,36.525,38.459,36.63
64,256,32,0.1,0,0.019,1.664,0.12,5.85,7.853,5.97
64,256,32,1.0,0,0.017,1.663,0.12,36.743,38.746,36.863
16,64,32,0.1,0,0.005,1.28,0.098,5.742,7.325,5.84
16,64,32,1.0,0,0.005,1.278,0.098,36.499,38.087,36.597
16,128,32,0.1,0,0.01,1.397,0.105,6.11,7.825,6.215000000000001
16,128,32,1.0,0,0.009,1.397,0.105,36.513,38.23,36.618
16,256,32,0.1,0,0.019,1.658,0.124,5.787,7.787,5.911
16,256,32,1.0,0,0.017,1.666,0.12,36.767,38.811,36.887
4,64,32,0.1,0,0.005,1.28,0.098,5.798,7.415,5.896
4,64,32,1.0,0,0.005,1.279,0.098,36.437,38.055,36.535
4,128,32,0.1,0,0.01,1.396,0.105,6.104,7.848,6.2090000000000005
4,128,32,1.0,0,0.009,1.39,0.105,36.441,38.189,36.546
4,256,32,0.1,0,0.019,1.657,0.119,5.966,8.001,6.085
4,256,32,1.0,0,0.017,1.661,0.12,36.493,38.53,36.613
256,64,32,0.1,0,0.005,1.141,0.112,5.949,7.45,6.061
256,64,32,1.0,0,0.005,1.136,0.112,36.563,38.058,36.675
256,128,32,0.1,0,0.011,1.254,0.126,5.881,7.514,6.007000000000001
256,128,32,1.0,0,0.009,1.248,0.125,36.293,37.917,36.418
256,256,32,0.1,0,0.019,1.515,0.164,6.059,7.995,6.223
256,256,32,1.0,0,0.017,1.499,0.165,36.34,38.264,36.505
64,64,32,0.1,0,0.005,1.15,0.114,5.764,7.271,5.878
64,64,32,1.0,0,0.005,1.137,0.111,36.564,38.062,36.675
64,128,32,0.1,0,0.011,1.261,0.125,5.733,7.365,5.858
64,128,32,1.0,0,0.009,1.252,0.126,36.363,37.999,36.489
64,256,32,0.1,0,0.019,1.728,0.162,5.825,7.973,5.987
64,256,32,1.0,0,0.017,1.504,0.163,36.257,38.192,36.42
16,64,32,0.1,0,0.005,1.135,0.113,5.994,7.484,6.107
16,64,32,1.0,0,0.005,1.14,0.112,36.337,37.847,36.449000000000005
16,128,32,0.1,0,0.01,1.253,0.125,5.775,7.407,5.9
16,128,32,1.0,0,0.011,1.263,0.125,36.53,38.179,36.655
16,256,32,0.1,0,0.019,1.515,0.163,5.754,7.695,5.917
16,256,32,1.0,0,0.017,1.512,0.163,36.606,38.542,36.769
4,64,32,0.1,0,0.005,1.144,0.112,5.754,7.259,5.866
4,64,32,1.0,0,0.005,1.139,0.111,36.321,37.823,36.432
4,128,32,0.1,0,0.011,1.257,0.125,6.048,7.683,6.173
4,128,32,1.0,0,0.009,1.265,0.125,36.355,37.998,36.48
4,256,32,0.1,0,0.019,1.51,0.163,5.729,7.662,5.892
4,256,32,1.0,0,0.017,1.508,0.163,36.595,38.529,36.758
256,64,32,0.1,0,0.005,1.268,0.098,6.035,7.651,6.133
256,64,32,1.0,0,0.005,1.271,0.098,36.637,38.263,36.735
256,128,32,0.1,0,0.011,1.401,0.107,5.78,7.541,5.8870000000000005
256,128,32,1.0,0,0.009,1.392,0.105,36.316,38.072,36.421
256,256,32,0.1,0,0.019,1.663,0.12,6.152,8.201,6.272
256,256,32,1.0,0,0.017,1.652,0.12,36.166,38.204,36.286
64,64,32,0.1,0,0.005,1.272,0.099,5.938,7.561,6.037
64,64,32,1.0,0,0.005,1.267,0.098,36.407,38.027,36.505
64,128,32,0.1,0,0.011,1.396,0.106,5.86,7.618,5.966
64,128,32,1.0,0,0.01,1.395,0.106,36.238,38.002,36.344
64,256,32,0.1,0,0.019,1.916,0.121,6.064,8.365,6.1850000000000005
64,256,32,1.0,0,0.017,1.899,0.12,36.277,38.567,36.397
16,64,32,0.1,0,0.005,1.269,0.099,5.732,7.353,5.831
16,64,32,1.0,0,0.005,1.271,0.098,36.409,38.033,36.507
16,128,32,0.1,0,0.011,1.393,0.107,5.767,7.523,5.8740000000000006
16,128,32,1.0,0,0.009,1.393,0.105,36.173,37.932,36.278
16,256,32,0.1,0,0.019,1.901,0.12,6.095,8.378,6.215
16,256,32,1.0,0,0.017,1.899,0.121,36.241,38.528,36.362
4,64,32,0.1,0,0.005,1.269,0.098,5.984,7.604,6.082
4,64,32,1.0,0,0.005,1.273,0.099,36.228,37.856,36.327
4,128,32,0.1,0,0.01,1.39,0.105,5.747,7.498,5.852
4,128,32,1.0,0,0.011,1.395,0.105,36.583,38.348,36.688
4,256,32,0.1,0,0.019,1.905,0.124,5.742,8.041,5.866
4,256,32,1.0,0,0.017,1.902,0.12,36.309,38.603,36.429
256,64,32,0.1,0,0.005,1.194,0.107,6.01,7.566,6.117
256,64,32,1.0,0,0.005,1.188,0.106,36.408,37.962,36.514
256,128,32,0.1,0,0.009,1.313,0.117,5.993,7.678,6.11
256,128,32,1.0,0,0.009,1.321,0.118,36.391,38.092,36.509
256,256,32,0.1,0,0.019,1.565,0.149,5.746,7.726,5.8950000000000005
256,256,32,1.0,0,0.017,1.56,0.15,36.419,38.633,36.569
64,64,32,0.1,0,0.005,1.188,0.107,5.721,7.269,5.828
64,64,32,1.0,0,0.005,1.193,0.106,36.407,37.96,36.513
64,128,32,0.1,0,0.011,1.31,0.118,6.012,7.697,6.13
64,128,32,1.0,0,0.013,1.305,0.118,36.305,37.996,36.423
64,256,32,0.1,0,0.019,1.57,0.15,5.907,7.899,6.057
64,256,32,1.0,0,0.017,1.568,0.15,36.478,38.468,36.628
16,64,32,0.1,0,0.005,1.198,0.107,5.894,7.455,6.001
16,64,32,1.0,0,0.005,1.194,0.107,36.2,37.761,36.307
16,128,32,0.1,0,0.011,1.31,0.118,6.068,7.753,6.186
16,128,32,1.0,0,0.009,1.309,0.117,36.591,38.281,36.708
16,256,32,0.1,0,0.019,1.574,0.149,5.774,7.766,5.923
16,256,32,1.0,0,0.017,1.569,0.149,36.583,38.576,36.732
4,64,32,0.1,0,0.005,1.198,0.107,5.733,7.289,5.84
4,64,32,1.0,0,0.005,1.191,0.107,36.439,38.223,36.546
4,128,32,0.1,0,0.011,1.308,0.118,5.795,7.479,5.913
4,128,32,1.0,0,0.009,1.31,0.117,36.321,38.012,36.438
4,256,32,0.1,0,0.019,1.564,0.15,5.985,7.968,6.135000000000001
4,256,32,1.0,0,0.017,1.569,0.15,36.411,38.401,36.561
256,64,32,0.1,0,0.005,1.248,0.1,6.248,7.852,6.348
256,64,32,1.0,0,0.005,1.251,0.099,36.356,37.97,36.455
256,128,32,0.1,0,0.011,1.383,0.107,5.744,7.492,5.851
256,128,32,1.0,0,0.009,1.389,0.108,36.565,38.329,36.673
256,256,32,0.1,0,0.019,1.643,0.124,5.753,7.788,5.877
256,256,32,1.0,0,0.017,1.638,0.123,36.334,38.37,36.457
64,64,32,0.1,0,0.005,1.253,0.1,6.029,7.634,6.129
64,64,32,1.0,0,0.005,1.254,0.099,36.366,37.985,36.465
64,128,32,0.1,0,0.01,1.379,0.108,5.704,7.449,5.811999999999999
64,128,32,1.0,0,0.011,1.37,0.107,36.581,38.324,36.688
64,256,32,0.1,0,0.019,1.643,0.123,5.733,7.77,5.856
64,256,32,1.0,0,0.017,1.638,0.124,36.394,38.428,36.518
16,64,32,0.1,0,0.005,1.255,0.1,5.996,7.609,6.096
16,64,32,1.0,0,0.005,1.258,0.1,36.347,37.965,36.447
16,128,32,0.1,0,0.011,1.382,0.108,5.789,7.544,5.896999999999999
16,128,32,1.0,0,0.009,1.374,0.107,36.457,38.205,36.564
16,256,32,0.1,0,0.019,1.646,0.124,5.832,7.869,5.956
16,256,32,1.0,0,0.017,1.644,0.124,36.273,38.312,36.397000000000006
4,64,32,0.1,0,0.005,1.252,0.1,6.124,7.729,6.223999999999999
4,64,32,1.0,0,0.005,1.26,0.101,36.168,37.792,36.269
4,128,32,0.1,0,0.011,1.375,0.107,5.961,7.707,6.0680000000000005
4,128,32,1.0,0,0.009,1.367,0.107,36.464,38.201,36.571
4,256,32,0.1,0,0.019,1.644,0.123,5.992,8.035,6.115
4,256,32,1.0,0,0.017,1.642,0.124,36.226,38.266,36.35
256,64,32,0.1,0,0.005,1.226,0.104,6.004,7.593,6.108
256,64,32,1.0,0,0.005,1.216,0.105,36.312,37.896,36.417
256,128,32,0.1,0,0.011,1.345,0.113,6.083,7.801,6.196000000000001
256,128,32,1.0,0,0.009,1.332,0.113,36.295,38.006,36.408
256,256,32,0.1,0,0.019,1.593,0.132,5.805,7.802,5.936999999999999
256,256,32,1.0,0,0.017,1.604,0.132,36.601,38.609,36.733
64,64,32,0.1,0,0.005,1.22,0.104,5.772,7.354,5.876
64,64,32,1.0,0,0.005,1.219,0.103,36.375,37.959,36.478
64,128,32,0.1,0,0.011,1.336,0.113,6.087,7.797,6.2
64,128,32,1.0,0,0.009,1.338,0.115,36.308,38.025,36.423
64,256,32,0.1,0,0.019,1.6,0.132,5.782,7.783,5.914
64,256,32,1.0,0,0.017,1.605,0.132,36.633,38.649,36.765
16,64,32,0.1,0,0.005,1.219,0.104,5.762,7.343,5.866
16,64,32,1.0,0,0.005,1.221,0.103,36.405,37.991,36.508
16,128,32,0.1,0,0.009,1.335,0.113,5.995,7.707,6.1080000000000005
16,128,32,1.0,0,0.011,1.335,0.116,36.445,38.162,36.561
